,prompt,summary
1661,The Wildcats scored 36 points in the first half of the game. The Panthers scored 17 points. How many more points did the Wildcats score?,"var1 = find(Wildcat points), var2 = find(Panther points), var3 = subtract(var1, var2), CALL, return(var3)"
1899,"Oliver is organizing his books and putting them on shelves. He put 2 books on the first shelf, 6 books on the second shelf, 18 books on the third shelf, and 54 books on the fourth shelf. If this pattern continues, how many books will Oliver put on the fifth shelf?","var1 = find(books on 1st shelf), var2 = find(multiplier), var3 = find(number of shelves), var2 = raise_to(var2, var3), var1 = multiply(var1, var2), return(var1)"
647,An industrial machine can make 6 shirts a minute. It worked for 5 minutes yesterday and for 12 minutes today.How many shirts did machine make today?,"shirts_per_minute = find(shirts made per minute), yesterday = find(yesterday's minutes), shirts_yesterday = multiply(shirts_per_minute, yesterday), CALL, today = find(today's minutes), shirts_today = multiply(shirts_per_minute, today), CALL, return(shirts_today)"
1461,"While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?","var1 = find(starting points), var2 = find(new points), var1 = add(var1, var2), CALL, return(var1)"
600,"18 red peaches, 14 yellow peaches and 17 green peaches are in the basket.How many red and yellow peaches are in the basket?","var1 = find(red peaches), var2 = find(yellow peaches), var3 = add(var1, var2), CALL, return(var3)"
950,"Whitney has collected 4 T-shirts and 20 buttons from her favorite band. She wants to combine them into identical sets to sell, with no pieces left over. What is the greatest number of sets Whitney can make?","var1 = find(""T-shirts collected""), var2 = find(""buttons collected""), var3 = find_gcd(var1, var2), return(var3)"
1896,"If you can choose between a regular or waffle cone and vanilla, strawberry, caramel, and bubblegum flavored ice cream, how many different ways can ice cream be ordered?","var1 = find(cone options), var2 = find(flavor options), var3 = multiply(var1, var2), CALL, return(var3)"
1592,Linda has 34 candies. Chloe has 28. How many candies do they have in all?,"var1 = find(Linda's candies), var2 = find(Chloe's candies), var3 = add(var1, var2), CALL, return(var3)"
2343,"It usually takes Stanley 10 hours to go around his two favorite places. If he took 10 times longer than the usual, how many hours did it take him to go around the places this time?","var1 = find(usual time to go around places), var2 = find(factor for Stanley's trip), var1 = multiply(var1, var2), CALL, return(var1)"
1110,"Vondra is putting together bags of groceries to donate to charity. She has 7 boxes of macaroni and cheese and 14 cans of vegetables. Vondra wants to divide them up evenly, so that each bag has the same contents and no items are left over. What is the greatest number of bags of groceries Vondra can put together?","var1 = find(""boxes of macaroni and cheese""), var2 = find(""cans of vegetables""), var3 = find_gcd(var1, var2), return(var3)"
994,For a party Cody bought eleven cupcakes. After the party he had two left. How many were eaten at the party? ,"var1 = find(total cupcakes), var2 = find(left cupcakes), var3 = subtract(var1, var2), CALL, return(var3)"
217,Debby drinks 6 bottles a day. If she bought a total of 12 water bottlesHow many days would they last her?,"var1 = find(total water bottles), var2 = divide(var1, 6), CALL, return(var2)"
235,Julia played tag with a total of 18 kids. She played with 4 kids on monday and yet with some more kids on tuesday.How many kids did she play with on tuesday?,"var1 = find(total kids), var2 = find(Monday's kids), var3 = subtract(var1, var2), CALL, return(var3)"
652,There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left.How much more money did she spend at the supermarket than she collected at the atm?,"initial = find(initial dollars in wallet), collected = find(collected dollars), total = add(initial, collected), CALL, remaining = find(remaining dollars), spent = subtract(total, remaining), CALL, difference = subtract(spent, collected), CALL, return(difference)"
265,Mary is baking a cake. The recipe calls for 12 cups of flour and 13 cups of sugar. She already put in 2 cups of sugar.How many more cups of sugar does she need to add?,"var1 = find(sugar needed), var2 = find(sugar added), var3 = subtract(var1, var2), CALL, return(var3)"
372,"Julia played tag with 5 kids on monday, 9 kids on tuesday and 15 kids on wednesday.How many kids did she play with on monday and wednesday?","var1 = find(Monday kids), var2 = find(Wednesday kids), var3 = add(var1, var2), CALL, return(var3)"
1619,There are 45 questions on the math test. 17 questions are word problems. 28 questions are addition and subtraction problems. Steve can only answer 38 questions. How many questions did Steve leave blank?,"var1 = find(total questions), var2 = find(Steve answered), var3 = subtract(var1, var2), return(var3)"
2053,89 cookies are being shared equally among 4 people. How many does each person get?,"var1 = find(cookies), var2 = find(people), var3 = divide(var1, var2), CALL, return(var3)"
58,"Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday.How many more kids did she play with on tuesday than on wednesday?","var1 = find(Tuesday kids), var2 = find(Wednesday kids), var3 = subtract(var1, var2), CALL, return(var3)"
1579,"At the end of the party, Mona gave away some souvenirs to her 6 closest friends. If each of them received 2 souvenir items, how many souvenirs did Mona give away?","var1 = find(number of closest friends), var2 = find(souvenirs per friend), var1 = multiply(var1, var2), CALL, return(var1)"
1800,There are 22 dogs in the farm. They live in 5 dog-houses equally. How many dogs are there in each dog-house?,"var1 = find(dogs), var2 = find(dog-houses), var3 = divide(var1, var2), CALL, var3 = round(var3), CALL, return(var3)"
1261,"An airline lets each passenger take eight pieces of luggage. If there were four people flying, how many bags could they take?","var1 = find(luggage per person), var2 = find(people flying), var3 = multiply(var1, var2), CALL, return(var3)"
1943,Cindy's mom baked 1215 cookies. Paul's dad baked 1112 cookies. They both brought them to school for a party. How many cookies did they have altogether?,"var1 = find(cookies baked by Cindy's mom), var2 = find(cookies baked by Paul's dad), var1 = add(var1, var2), CALL, return(var1)"
1344,Cody cooked fourteen dumplings. He ate seven. How many dumplings does Cody have now?,"var1 = find(total dumplings), var2 = find(dumplings eaten), var3 = subtract(var1, var2), CALL, return(var3)"
2278,"When the building is done, they wanted to make it shine brightly in the night. To fix that, they commissioned 432 fireflies and 297 glow worms. How many animals worked in the lights?","var1 = find(firefly workers), var2 = find(glow worm workers), var1 = add(var1, var2), CALL, return(var1)"
2186,The Sumata family took a five-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,"var1 = find(miles per day), var2 = find(days of vacation), var3 = multiply(var1, var2), CALL, return(var3)"
500,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches.How long is his hair now?,"var1 = find(hair length initially), var2 = find(hair cut off), var3 = subtract(var1, var2), var4 = find(hair grown), var5 = add(var3, var4), CALL, return(var5)"
680,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairsHow many chairs are left unoccupied?,"var1 = find(Tables sets), var2 = find(Chairs per set), var3 = mul(var1, var2), CALL, var4 = find(People sitting on chairs), var3 = sub(var3, var4), CALL, return(var3)"
1862,"There are 100 books on a shelf. 32 of them are history books, 25 of them are geography books and the rest are math books. How many math books are there on the shelf?","var1 = find(history books), var2 = find(geography books), var3 = add(var1, var2), CALL, var4 = find(total books), var5 = subtract(var4, var3), CALL, return(var5)"
1770,58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,"var1 = find(number of children), var2 = find(children per seat), var3 = divide(var1, var2), CALL, return(var3)"
1528,"Using $85.00 left buying fruits, she decided to buy some cookies. If she spent $16.00 on cookies, how much money was left with her?","var1 = find(total amount left from buying fruits), var2 = find(amount spent on cookies), var1 = subtract(var1, var2), CALL, return(var1)"
1551,"It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies. How many candies did they have together?","var1 = find(Bob candies), var2 = find(Mary candies), var1 = add(var1, var2), CALL, var2 = find(Sue candies), var1 = add(var1, var2), CALL, var2 = find(John candies), var1 = add(var1, var2), CALL, var2 = find(Sam candies), var1 = add(var1, var2), CALL, return(var1)"
1973,"After giving out clothes, he invited the homeless to the nearest soup kitchen to give them a proper meal. If he fed 219 men and 328 women, how many homeless people was he able to feed?","var1 = find(fed men), var2 = find(fed women), var1 = add(var1, var2), CALL, return(var1)"
2063,The Litter Patrol picked up 10 glass bottles and 8 aluminum cans on Saturday. How many pieces of litter did they pick up altogether?,"var1 = find(glass bottles), var2 = find(aluminum cans), var3 = add(var1, var2), CALL, return(var3)"
1191,Oliver bought eight boxes of candy. Later he bought six more boxes. How many boxes did he have totaled?,"var1 = find(first candy boxes), var2 = find(additional candy boxes), var3 = add(var1, var2), CALL, return(var3)"
261,They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tablesHow many more chairs than tables do they have?,"var1 = find(table sets), var2 = find(chairs per table set), var3 = multiply(var1, var2), var4 = subtract(var3, var1), CALL, return(var4)"
